a-fortiori aforsïori
imprécision êprésizïô
imprégnation êpréNasïô
imprégner êpréNé
imprévisibilité êprévizibilité
imprévisible êprévizibl^
imprévoyance êprév!aïâs
imprévoyant êprév!aïâ
imprévoyante êprév!aïât
imprévu êprévy
imprévue êprévy
impubliable êpybliïabl^
impubère êpyb%r
impudemment êpydamâ
impudence êpydâs
impudent êpydâ
impudente êpydât
impudeur êpyder
impudicité êpydisité
impudique êpydik
impudiquement êpydikmâ
impuissance êp%isâs
impuissant êp%isâ
impuissante êp%isât
impulsif êpylsif
impulsion êpylsïô
impulsive êpylsiv
impulsivité êpylsivité
impuni êpyni
impunie êpyni
impunité êpynité
impunément êpynémâ
impur êpyr
impure êpyr
impureté êpyrté
imputable êpytabl^
imputation êpytasïô
imputer êpyté
imputrescible êpytrésibl^
impédance êpédâs
impénitence êpénitâs
impénitent êpénitâ
impénitente êpénitât
impénétrable êpénétrabl^
impératif êpératif
impérative êpérativ
impérativement êpérativmâ
impératrice êpératris
impérial êpérïal
impériale êpérïal
impérialement êpérïalmâ
impérialisme êpérïalism^
impérialiste êpérïalist^
impériaux êpérïo
impérieuse êpérïEz
impérieusement êpérïEzmâ
impérieux êpérïE
impérissable êpérisabl^
impéritie êpérisi
impétigo êpétigo
impétrant êpétrâ
impétrante êpétrât
impétueuse êpét%Ez
impétueusement êpét%Ezmâ
impétueux êpét%E
impétuosité êpét%ozité
impôt êpo
in-douze induz
in-extenso in%kstêso
in-extremis in%kstrémis
in-folio infolïo
in-octavo inoktavo
in-petto inpéto
in-quarto ink!arto
inabordable inabordabl^
inaccentué inaksât%é
inaccentuée inaksât%é
inacceptable inaks%ptabl^
inaccessible inaksésibl^
inaccoutumé inakutymé
inaccoutumée inakutymé
inachevé ina/vé
inachevée ina/vé
inactif inaktif
inaction inaksïô
inactive inaktiv
inactivité inaktivité
inadaptation inadaptasïô
inadapté inadapté
inadaptée inadapté
inadmissible inadmisibl^
inadvertance inadv%rtâs
inaliénable inalïénabl^
inaltérabilité inaltérabilité
inaltérable inaltérabl^
inamical inamikal
inamicale inamikal
inamicaux inamiko
inamovibilité inamovibilité
inamovible inamovibl^
inanimé inanimé
inanimée inanimé
inanition inanisïô
inanité inanité
inaperçu inap%rsy
inaperçue inap%rsy
inapplicable inaplikabl^
inappréciable inaprésïabl^
inapte inapt^
inaptitude inaptityd
inarticulé inartikylé
inarticulée inartikylé
inassouvi inasuvi
inassouvie inasuvi
inattaquable inatakabl^
inattendu inatâdy
inattendue inatâdy
inattentif inatâtif
inattention inatâsïô
inattentive inatâtiv
inaudible inodibl^
inaugural inogyral
inaugurale inogyral
inauguration inogyrasïô
inauguraux inogyro
inaugurer inogyré
inavouable inav!abl^
incalculable êkalkylabl^
incandescence êkâdésâs
incandescent êkâdésâ
incandescente êkâdésât
incantation êkâtasïô
incapable êkapabl^
incapacité êkapasité
incarcération êkarsérasïô
incarcérer êkarséré
incarnat êkarna
incarnate êkarnat
incarnation êkarnasïô
incarner êkarné
incarné êkarné
incarnée êkarné
incartade êkartad
incassable êkasabl^
incendiaire êsâdï%r
incendie êsâdi
incendier êsâdïé
incertain ês%rtê
incertaine ês%rt%n
incertitude ês%rtityd
incessamment êsésamâ
incessant êsésâ
incessante êsésât
incessibilité êsésibilité
incessible êsésibl^
inceste ês%st^
incestueuse ês%st%Ez
incestueux ês%st%E
inchangé ê/âjé
inchangée ê/âjé
incidemment êsidamâ
incidence êsidâs
incident êsidâ
incidente êsidât
incinération êsinérasïô
incinérer êsinéré
incise êsiz
inciser êsizé
incisif êsizif
incision êsizïô
incisive êsiziv
incitation êsitasïô
inciter êsité
incivil êsivil
incivile êsivil
incivilité êsivilité
inclinaison êklin%zô
incliner êkliné
inclure êklyr
inclus êkly
incluse êklyz
inclusion êklyzïô
inclusivement êklyzivmâ
inclémence êklémâs
inclément êklémâ
inclémente êklémât
incoercible êko%rsibl^
incognito êkoNito
incohérence êkoérâs
incohérent êkoérâ
incohérente êkoérât
incollable êkolabl^
incolore êkolor
incomber êkôbé
incommensurable êkomâsyrabl^
incommodant êkomodâ
incommodante êkomodât
incommode êkomod
incommoder êkomodé
incommodité êkomodité
incommodément êkomodémâ
incommunicable êkomynikabl^
incomparable êkôparabl^
incomparablement êkôparabl^mâ
incompatibilité êkôpatibilité
incompatible êkôpatibl^
incomplet êkôpl%
incomplète êkôpl%t
incomplètement êkôpl%tmâ
incompressible êkôprésibl^
incompris êkôpri
incomprise êkôpriz
incompréhensible êkôpréâsibl^
incompréhensif êkôpréâsif
incompréhension êkôpréâsïô
incompréhensive êkôpréâsiv
incompétence êkôpétâs
incompétent êkôpétâ
incompétente êkôpétât
inconcevable êkôsvabl^
inconciliable êkôsilïabl^
inconditionnel êkôdisïon%l
inconditionnelle êkôdisïon%l
inconditionnellement êkôdisïon%lmâ
inconduite êkôd%it
inconfort êkôfor
inconfortable êkôfortabl^
inconfortablement êkôfortabl^mâ
incongru êkôgry
incongrue êkôgry
incongruité êkôgryité
inconnaissable êkon%sabl^
inconnu êkony
inconnue êkony
inconsciemment êkôsïamâ
inconscience êkôsïâs
inconscient êkôsïâ
inconsciente êkôsïât
inconsidéré êkôsidéré
inconsidérée êkôsidéré
inconsidérément êkôsidérémâ
inconsistance êkôsistâs
inconsistant êkôsistâ
inconsistante êkôsistât
inconsolable êkôsolabl^
inconstance êkôstâs
inconstant êkôstâ
inconstante êkôstât
inconstitutionnalité êkôstitysïonalité
inconstitutionnel êkôstitysïon%l
inconstitutionnelle êkôstitysïon%l
inconséquence êkôsékâs
inconséquent êkôsékâ
inconséquente êkôsékât
incontestable êkôt%stabl^
incontestablement êkôt%stabl^mâ
incontesté êkôt%sté
incontestée êkôt%sté
incontinence êkôtinâs
incontinent êkôtinâ
incontinente êkôtinât
incontrôlable êkôtrolabl^
incontrôlé êkôtrolé
incontrôlée êkôtrolé
inconvenance êkôvnâs
inconvenant êkôvnâ
inconvenante êkôvnât
inconvénient êkôvénïâ
incorporation êkorporasïô
incorporer êkorporé
incorrect êkor%kt
incorrecte êkor%kt^
incorrectement êkor%kt^mâ
incorrection êkor%ksïô
incorrigible êkorijibl^
incorruptible êkoryptibl^
increvable êkr^vabl^
incriminer êkriminé
incroyable êkr!aïabl^
incroyablement êkr!aïabl^mâ
incroyant êkr!aïâ
incroyante êkr!aïât
incrustation êkrystasïô
incruster êkrysté
incrédule êkrédyl
incrédulité êkrédylité
incubation êkybasïô
incube êkyb
inculpation êkylpasïô
inculper êkylpé
inculpé êkylpé
inculpée êkylpé
inculquer êkylké
inculte êkylt^
inculture êkyltyr
incunable êkynabl^
incurable êkyrabl^
incurablement êkyrabl^mâ
incurie êkyri
incursion êkyrsïô
incurver êkyrvé
indemne êd%mn^
indemnisation êd%mnizasïô
indemniser êd%mnizé
indemnité êd%mnité
indescriptible êd%skriptibl^
indestructible êd%stryktibl^
index êd%ks
indexation êd%ksasïô
indexer êd%ksé
indicateur êdikater
indicatif êdikatif
indication êdikasïô
indicative êdikativ
indicatrice êdikatris
indice êdis
indicible êdisibl^
indien êdïê
indienne êdï%n
indifféremment êdiféramâ
indifférence êdiférâs
indifférenciation êdiférâsïasïô
indifférencié êdiférâsïé
indifférenciée êdiférâsïé
indifférent êdiférâ
indifférente êdiférât
indifférer êdiféré
indigence êdijâs
indigent êdijâ
indigente êdijât
indigeste êdij%st^
indigestion êdij%stïô
indignation êdiNasïô
indigne êdiN
indignement êdiNmâ
indigner êdiNé
indignité êdiNité
indigné êdiNé
indignée êdiNé
indigo êdigo
indigène êdij%n
indiquer êdiké
indiqué êdiké
indiquée êdiké
indirect êdir%kt
indirecte êdir%kt^
indirectement êdir%kt^mâ
indiscernable êdis%rnabl^
indiscipline êdisiplin
indiscipliné êdisipliné
indisciplinée êdisipliné
indiscret êdiskr%
indiscrète êdiskr%t
indiscrètement êdiskr%tmâ
indiscrétion êdiskrésïô
indiscutable êdiskytabl^
indiscutablement êdiskytabl^mâ
indispensable êdispâsabl^
indisponibilité êdisponibilité
indisponible êdisponibl^
indisposer êdispozé
indisposition êdispozisïô
indisposé êdispozé
indisposée êdispozé
indissociable êdisosïabl^
indissolubilité êdisolybilité
indissoluble êdisolybl^
indissolublement êdisolybl^mâ
indistinct êdistê
indistincte êdistêkt^
indistinctement êdistêkt^mâ
individu êdividy
individualisation êdivid%alizasïô
individualiser êdivid%alizé
individualisme êdivid%alism^
individualiste êdivid%alist^
individualité êdivid%alité
individuel êdivid%%l
individuelle êdivid%%l
individuellement êdivid%%lmâ
indivis êdivi
indivise êdiviz
indivisibilité êdivizibilité
indivisible êdivizibl^
indivision êdivizïô
indivisément êdivizémâ
indo-européen êdoEropéê
indo-européenne êdoEropé%n
indochinois êdo/in!a
indochinoise êdo/in!az
indocile êdosil
indocilité êdosilité
indolence êdolâs
indolent êdolâ
indolente êdolât
indolore êdolor
indomptable êdôtabl^
indonésien êdonézïê
indonésienne êdonézï%n
indu êdy
indubitable êdybitabl^
indubitablement êdybitabl^mâ
inducteur êdykter
induction êdyksïô
inductrice êdyktris
indue êdy
induire êd%ir
induit êd%i
induite êd%it
indulgence êdyljâs
indulgent êdyljâ
indulgente êdyljât
induration êdyrasïô
industrialisation êdystriïalizasïô
industrialiser êdystriïalizé
industrie êdystri
industriel êdystriï%l
industrielle êdystriï%l
industriellement êdystriï%lmâ
industrieuse êdystriïEz
industrieux êdystriïE
indécence êdésâs
indécent êdésâ
indécente êdésât
indéchiffrable êdé/ifrabl^
indécis êdési
indécise êdésiz
indécision êdésizïô
indécrottable êdékrotabl^
indéfectible êdéf%ktibl^
indéfectiblement êdéf%ktibl^mâ
indéfendable êdéfâdabl^
indéfini êdéfini
indéfinie êdéfini
indéfiniment êdéfinimâ
indéfinissable êdéfinisabl^
indéformable êdéformabl^
indéfrisable êdéfrizabl^
indélicat êdélika
indélicate êdélikat
indélicatesse êdélikat%s
indélébile êdélébil
indémaillable êdémaïabl^
indémontrable êdémôtrabl^
indéniable êdénïabl^
indéniablement êdénïabl^mâ
indépendamment êdépâdamâ
indépendance êdépâdâs
indépendant êdépâdâ
indépendante êdépâdât
indésirable êdézirabl^
indétermination êdét%rminasïô
indéterminé êdét%rminé
indéterminée êdét%rminé
indûment êdymâ
ineffable inéfabl^
ineffaçable inéfasabl^
inefficace inéfikas
inefficacement inéfikasmâ
inefficacité inéfikasité
inepte in%pt^
ineptie in%psi
inerte in%rt^
inertie in%rsi
inespéré in%spéré
inespérée in%spéré
inesthétique in%stétik
inestimable in%stimabl^
inexact in%gzakt
inexacte in%gzakt^
inexactement in%gzakt^mâ
inexactitude in%gzaktityd
inexcusable in%kskyzabl^
inexistant in%gzistâ
inexistante in%gzistât
inexistence in%gzistâs
inexorable in%gzorabl^
inexorablement in%gzorabl^mâ
inexpiable in%kspïabl^
inexplicable in%ksplikabl^
inexplicablement in%ksplikabl^mâ
inexpliqué in%kspliké
inexpliquée in%kspliké
inexploré in%ksploré
inexplorée in%ksploré
inexpressif in%ksprésif
inexpressive in%ksprésiv
inexprimable in%ksprimabl^
inexprimé in%ksprimé
inexprimée in%ksprimé
inexpugnable in%kspygnabl^
inexpérience in%kspérïâs
inexpérimenté in%kspérimâté
inexpérimentée in%kspérimâté
inextinguible in%kstêgibl^
inextricable in%kstrikabl^
inextricablement in%kstrikabl^mâ
infaillibilité êfaïibilité
infaillible êfaïibl^
infailliblement êfaïibl^mâ
infaisable êf^zabl^
infamant êfamâ
infamante êfamât
infamie êfami
infant êfâ
infante êfât
infanterie êfâtri
infanticide êfâtisid
infantile êfâtil
infantilisme êfâtilism^
infarctus êfarktys
infatigable êfatigabl^
infatigablement êfatigabl^mâ
infatuation êfat%asïô
infatué êfat%é
infatuée êfat%é
infect êf%kt
infecte êf%kt^
infecter êf%kté
infectieuse êf%ksïEz
infectieux êf%ksïE
infection êf%ksïô
infernal êf%rnal
infernale êf%rnal
infernaux êf%rno
infertile êf%rtil
infester êf%sté
infidèle êfid%l
infidèlement êfid%lmâ
infidélité êfidélité
infiltration êfiltrasïô
infiltrer êfiltré
infime êfim
infini êfini
infinie êfini
infiniment êfinimâ
infinitif êfinitif
infinitive êfinitiv
infinité êfinité
infinitésimal êfinitézimal
infinitésimale êfinitézimal
infinitésimaux êfinitézimo
infirme êfirm^
infirmer êfirmé
infirmerie êfirm^ri
infirmier êfirmïé
infirmité êfirmité
infirmière êfirmï%r
inflammable êflamabl^
inflammation êflamasïô
inflammatoire êflamat!ar
inflation êflasïô
inflationniste êflasïonist^
inflexibilité êfl%ksibilité
inflexible êfl%ksibl^
inflexiblement êfl%ksibl^mâ
inflexion êfl%ksïô
infliger êflijé
inflorescence êflorésâs
influence êflyâs
influencer êflyâsé
influent êflyâ
influente êflyât
influençable êflyâsabl^
influer êflyé
influx êfly
infléchir êflé/ir
informateur êformater
information êformasïô
informatique êformatik
informatrice êformatris
informe êform^
informer êformé
informé êformé
infortune êfortyn
infortuné êfortyné
infortunée êfortyné
infra êfra
infra-son êfrasô
infraction êfraksïô
infranchissable êfrâ/isabl^
infrarouge êfraruj
infrastructure êfrastryktyr
infroissable êfr!asabl^
infructueuse êfrykt%Ez
infructueux êfrykt%E
infus êfy
infuse êfyz
infuser êfyzé
infusion êfyzïô
infusoire êfyz!ar
infâme êfam
infécond êfékô
inféconde êfékôd
infécondité êfékôdité
inféoder êféodé
inférence êférâs
inférer êféré
inférieur êférïer
inférieure êférïer
infériorité êférïorité
ingambe êgâb
ingestion êj%stïô
ingouvernable êguv%rnabl^
ingrat êgra
ingrate êgrat
ingratitude êgratityd
ingrédient êgrédïâ
inguinal êg%inal
inguinale êg%inal
inguinaux êg%ino
ingurgiter êgyrjité
inguérissable êgérisabl^
ingénier êjénïé
ingénieur êjénïer
ingénieuse êjénïEz
ingénieusement êjénïEzmâ
ingénieux êjénïE
ingéniosité êjénïozité
ingénu êjény
ingénue êjény
ingénuité êjén%ité
ingénument êjénymâ
ingérence êjérâs
ingérer êjéré
inhabile inabil
inhabileté inabilité
inhabitable inabitabl^
inhabituel inabit%%l
inhabituelle inabit%%l
inhabité inabité
inhabitée inabité
inhalateur inalater
inhalation inalasïô
inhaler inalé
inhiber inibé
inhibition inibisïô
inhospitalier inospitalïé
inhospitalière inospitalï%r
inhumain inymê
inhumaine inym%n
inhumainement inym%nmâ
inhumanité inymanité
inhumation inymasïô
inhumer inymé
inhérent inérâ
inhérente inérât
inimaginable inimajinabl^
inimitable inimitabl^
inimitié inimitïé
ininflammable inêflamabl^
inintelligence inêtélijâs
inintelligent inêtélijâ
inintelligente inêtélijât
inintelligibilité inêtélijibilité
inintelligible inêtélijibl^
inintelligiblement inêtélijibl^mâ
ininterrompu inêt%rôpy
ininterrompue inêt%rôpy
inintéressant inêtér%sâ
inintéressante inêtér%sât
inique inik
iniquité inikité
initial inisïal
initiale inisïal
initialement inisïalmâ
initiateur inisïater
initiation inisïasïô
initiatique inisïatik
initiative inisïativ
initiatrice inisïatris
initiaux inisïo
initier inisïé
initié inisïé
initiée inisïé
injectable êj%ktabl^
injecter êj%kté
injecteur êj%kter
injection êj%ksïô
injecté êj%kté
injectée êj%kté
injonction êjôksïô
injure êjyr
injurier êjyrïé
injurieuse êjyrïEz
injurieux êjyrïE
injuste êjyst^
injustement êjyst^mâ
injustice êjystis
injustifiable êjystifïabl^
injustifié êjystifïé
injustifiée êjystifïé
inlassable êlasabl^
inlassablement êlasabl^mâ
innervation in%rvasïô
innerver in%rvé
innocemment inosamâ
innocence inosâs
innocent inosâ
innocente inosât
innocenter inosâté
innocuité inok%ité
innombrable inôbrabl^
innommable inomabl^
innovation inovasïô
innover inové
inné iné
innée iné
inoccupé inokypé
inoccupée inokypé
inoculation inokylasïô
inoculer inokylé
inodore inodor
inoffensif inofâsif
inoffensive inofâsiv
inondation inôdasïô
inonder inôdé
inopiné inopiné
inopinée inopiné
inopinément inopinémâ
inopportun inoportû
inopportune inoportyn
inopportunité inoportynité
inopportunément inoportynémâ
inopérant inopérâ
inopérante inopérât
inorganique inorganik
inorganisé inorganizé
inorganisée inorganizé
inoubliable inubliïabl^
inouï in!i
inoxydable inoksidabl^
inqualifiable êkalifïabl^
inquiet êkï%
inquisiteur êkiziter
inquisition êkizisïô
inquisitorial êkizitorïal
inquisitoriale êkizitorïal
inquisitoriaux êkizitorïo
inquisitrice êkizitris
inquiète êkï%t
inquiétant êkïétâ
inquiétante êkïétât
inquiéter êkïété
inquiétude êkïétyd
inracontable êrakôtabl^
insaisissable êsézisabl^
insalubre êsalybr^
insalubrité êsalybrité
insane êsan
insanité êsanité
insatiable êsasïabl^
insatisfaction êsatisfaksïô
insatisfait êsatisf%
insatisfaite êsatisf%t
inscription êskripsïô
inscrire êskrir
insecte ês%kt^
insecticide ês%ktisid
insectivore ês%ktivor
insectivores ês%ktivor
insensibilisation êsâsibilizasïô
insensibiliser êsâsibilizé
insensibilité êsâsibilité
insensible êsâsibl^
insensiblement êsâsibl^mâ
insensé êsâsé
insensée êsâsé
insermenté ês%rmâté
insertion ês%rsïô
insidieuse êsidïEz
insidieusement êsidïEzmâ
insidieux êsidïE
insigne êsiN
insignifiance êsiNifïâs
insignifiant êsiNifïâ
insignifiante êsiNifïât
insinuant êsin%â
insinuante êsin%ât
insinuation êsin%asïô
insinuer êsin%é
insipide êsipid
insipidité êsipidité
insistance êsistâs
insistant êsistâ
